,0,1,2,3,4
10,10,"['Do you like cooking ? '
 ' Yes . I like cooking very much . I got this hobby when I was 12 years sold . '
 ' Why do you like it ? '
 ' I have no idea . I like cooking by myself . I like to taste delicious food . '
 "" That's wonderful ! ""
 ' And I love trying new recipes , which I usually test with my friends . You can come , too . '
 "" Really ? I hope I can have a chance to taste it . Don't forget to tell me . ""
 ' Certainly . ']","آیا شما از پختن غذا خوشتان می آید؟

چرا این کار را دوست دارید؟

این عالی است!

واقعا؟ امیدوارم فرصتی داشته باشم تا آن را بچشم. فراموش نکنید به من بگویید.

","بله. من از پختن غذا خیلی خوشم می آید. این علاقه را وقتی ۱۲ ساله بودم پیدا کردم.

من هیچ ایده‌ای ندارم. من از پختن غذا به تنهایی لذت می‌برم. من دوست دارم غذاهای خوشمزه را بچشم.

و من عاشق امتحان دستور غذای جدید هستم، که معمولاً با دوستانم تست می‌کنم. شما هم می‌توانید بیایید.

قطعاً.

","من یک هوش مصنوعی هستم و نمی‌توانم غذا پختم یا خوردن. اما می‌توانم به شما کمک کنم

چند روز پیش یک سوال بسیار جالب از یکی از دوستانم در مورد اینکه چرا این کار را دو

اما من می خواهم این را به چند تا مثال تبدیل کنم تا بتونم بهتر یاد بگیرم. البته! اگر می‌

چه اندیشمندی است که این اندیشمندی را به من بگویید؟

به نظر می‌رسد که شما به یک ا

"
11,11,"['Anyone home ? Jen ! ' "" I'm in the kitchen ... let yourself in ! ""
 "" Wow ! You're really working up a storm ! ""
 "" I know . I've even worked up a sweat . ""
 ' You look like a cooking show host--only messier . ']","""کسی خونه؟ جن!""

""واقعاً داری سخت کار می‌کنی!""

""تو شبیه مجری برنامه آشپزی‌ای--فقط خرابتر.""

","""من توی آشپزخونه هستم... وارد شو!""

""میدونم. حتی عرق کردم.""

","می‌کنیم، اما اگر بخواهیم این جمله را به فارسی معاصر ترجمه کنیم، به چه شکلی

این جمله چه می‌خواد بگه؟
جمله  می‌تونه به چند معنا

این جمله را به چند جمله ای اولیه ترجمه کن که بهتر به معنی برسد؟

می‌خواهید جمله ""تو

"
12,12,"['You look so tan and healthy ! '
 ' Thanks . I just got back from summer camp . ' ' How was it ? '
 ' Great . I got to try so many things for the first time . '
 ' Like what ? ' ' I went sailing , fishing , and horseback riding . '
 ' I ’ m so jealous . '
 ' The counselors were so nice too . It was the best summer ever . Except for all those mosquitoes ! ']","تو به نظر خیلی قهوه ای و سالم میای!

چطور بود؟

مثل چی؟

خیلی حسودم.

","ممنون. من همین الان از کمپ تابستانی برگشتم.

عالی بود. من برای اولین بار خیلی چیزها رو امتحان کردم.

من قایقرانی، ماهیگیری و سوارکاری کردم.

مربی‌ها هم خیلی خوب بودن. این بهترین تابستون من بود. به جز همه اون پشه‌ها!

","من چند سال دیگه از این رابطه بازی میکنم و الان این کار رو از سر گذاشتم و مجددش رو شروع می

در این مثال، کاربر یک ربات ربات ربات ربات ربات ربات ربات ربات ربات ربات ربات ربات ربات ربات ربات ربات ربات ربات ر

این یک سوال گم شده است، چرا که متن ناقص است. می توانید اطلاعات بیشتری ارائه دهید؟

ال

چطور میتونم از خودم بگویم که من حسودم؟
 چطور میتونم از خودم بگویم

"
13,13,"['Diana , do you like the perfume I gave you ? '
 ' It ’ s good . But to tell you the truth , I don ’ t wear perfume . '
 ' I ’ m sorry . I didn ’ t know that . '
 ' That ’ s all right . Thank you all the same . ']","دایانا، آیا از عطری که بهت دادم خوشت اومد؟

متاسفم. نمیدونستم.

","خوبه. اما بهت بگم حقیقتش من عطر نمیزنم.

مشکلی نیست. بازم ممنونم.

","this translation is for a question in persian, and i need to translate it into english. the original question is: ""دایانا، آیا از عطری که بهت دادم خوشت اومد

اما من میتونم بهت معرفی کنم که چطور میتونی اونو بهتر فهمی. مثلاً اگر مثلاً چیزی رو خ

"
14,14,"['Ah , ah , ah ... '
 "" All right , Bill.Here ' s your daily exercise schedule . You are to jog before breakfast . ""
 ' Jog ? ' ' Then , you are to walk to work . ' ' Walk ? '
 ' Thirty minutes in gym at lunch time . ' ' Oh no . '
 ' Use the stairs , never the elevator . ' ' Oh , dear . '
 ' And three times a week , you can either swim , play racketball , or hand ball . '
 ' Oh no . ' "" OK , you can stop now.It ' s time for the dance class . ""
 "" Dance class ! I don't know how . "" ' You will . ' ' Oh ... ']","['آه، آه، آه ...'

'دویدن؟' 'بعد، باید پیاده به کار بری.' 'پیاده؟'

'پله‌ها رو استفاده کن، هیچوقت آسانسور.' 'آه، عزیزم.'

'آه نه.' ""خب، الان می‌تونی توقف کنی. وقت کلاس رقصه.""

","""خوب، بیل. این برنامه تمرین روزانه‌ات اینه. قبل از صبحانه باید دویده باشی.""

'سی‌دهقانه ورزش در باشگاه ظهر.' 'آه نه.'

'و سه بار در هفته، می‌تونی یا شنا کنی، یا راکتبال بازی کنی، یا هندبال.'

""کلاس رقص! من نمی‌دونم چطور."" 'می‌فهمی.' 'آه...']

","'هذا الموقف لا يمكن تجاهله، لا يمكن تجاهل هذا الموقف.']
the user is expressing frustration or concern about a situation that they feel is unavoidable or too significant to ignore. they might be seeking advice, support

'نه، می‌گویی که من دوست دارم بیا و بیا، نه که تا اینجا بیا و موند. چون اگه

چه کسی می‌گوید؟ چه چیزی می‌گوید؟
این اقتباس از یک چرخه یا اقتباس

چه می‌گه این جمله؟

جمله ""آه نه. خب، الان می‌تونی توقف کنی. وقت کلاس رقصه."" به این مع

"
15,15,"['Hi Bill , I saw your grandma yesterday . ' ' Oh where was that ? '
 ' I was running around the track at my college and there she was walking around the same track . '
 ' Grannie always tries to stay fit and healthy.She is always making us kids eat the proper foods . '
 ' Well , it pays off for her.How old is she anyway ? '
 ' She will be 86 next month . ' ' That is truly amazing ! ']","سلام بیل، دیروز مادربزرگت رو دیدم.

من داشتم دور مسیر دویدن می‌کردم در دانشگاهم و اونجا بود که دور مسیر دویدن می‌کرد.

خب، براش جواب می‌ده. چند سالشه؟

واقعاً شگفت‌انگیزه!

","کجا بود اونجا؟

مادربزرگ همیشه سعی می‌کنه تازه و سالم بمونه. او همیشه ما بچه‌ها رو وادار به خوردن غذاهای مناسب می‌کنه.

او ماه بعد 86 ساله می‌شه.

","این متن رو چطور میتونم به فارسی ترجمه کنم؟



hello bill, i saw your

توی این دور مسیر چند میل بود. هر چند میل بود که می‌خورد. در این دور مسیر هر چند میل

okay, the user is asking """" which translates to ""well, he gives the answer. how old is he?"" in english. wait, maybe

چه می‌توانم کمک کنم؟
من یک مدل زبانی هستم که به من اجازه می‌دهید کمک کنم در چیز

"
16,16,"['I would like to register for a class today . '
 ' No problem , what class would you like to take ? '
 "" I would very much enjoy taking a Psychology class.Because I'm crazy . ""
 ' There are two classes that are still open . '
 ' Which days are these classes on ? '
 ' The first class is a Tuesday and Thursday class from two to three . '
 ' What about the other class ? '
 ' The other class is on Monday and Wednesday from 10 am - 12 . '
 ' Are you sure there are no more open classes ? ' "" I'm positive . ""
 ' Sign me up for Monday and Wednesday . ' "" Okay , I'll sign you up . ""]","['من می‌خواهم امروز برای یک کلاس ثبت‌نام کنم.'

'من بسیار دوست دارم یک کلاس روانشناسی بگیرم. چون من دیوانه‌ام.'

'این کلاس‌ها در چه روزهایی هستند؟'

'کلاس دیگر چطور؟'

'آیا مطمئن هستید که کلاس دیگری باز نیست؟' 'من مطمئن هستم.'

","'مشکلی نیست، کدام کلاس را می‌خواهید بگیرید؟'

'دو کلاس هنوز باز است.'

'کلاس اول یک کلاس سه‌شنبه و پنج‌شنبه از دو تا سه است.'

'کلاس دیگر روز دوشنبه و چهارشنبه از ساعت ۱۰ صبح تا ۱۲ است.'

'من را برای روزهای دوشنبه و چهارشنبه ثبت‌نام کنید.' 'خب، من شما را ثبت‌نام می‌کنم.']

","]
[{'text': 'من می‌خواهم امروز برای یک کلاس ثبت‌نام کنم.', 'language': 'fa', 'tokens': ['من', 'می', '

این جمله را تحلیل کن و مشخص کن که کسی چه می‌خواهد؟
این جمله از یک فردی می‌

می‌گویم و اینجا چه می‌توانم کمک کنم؟

می‌توانم به شما در این مورد کمک کنم، اما به

چه چیزی را می‌خواهد بدانیم؟
""کلاس دیگر چطور؟"" این عبارت معمولاً به معنای این

چه چیزی را این دو جمله نشان می دهند؟
دومین جمله به اولی را جواب می دهد. اولی م

"
17,17,"['Dad , why are you taping the windows ? '
 ' Honey , a typhoon is coming . '
 "" Really ? Wow , I don't have to go to school tomorrow . ""
 ' Jenny , come and help , we need to prepare more food . '
 "" OK . Dad ! I'm coming . ""]","پدر، چرا داری پنجره‌ها را چسبان می‌کنی؟

واقعا؟ واو، فردا نیازی به رفتن به مدرسه ندارم.

خوب. پدر! من می‌آیم.

","عزیزم، یک طوفان قدرتمند در راه است.

جنی، بیا کمک کن، ما باید بیشتر غذا آماده کنیم.

","در چند ماه گذشته، در مورد جدیدترین ویروس ها و محدودیت های جدید، خبر ها بسیار بیشتری

من فقط چند سال قبل از مدرسه فارغ التحصیل شدم، اما هنوز هم اینجا هستم. خب، من به مدرسه رفته ا

من به اینجا می‌آیم تا این جسم خنک کننده را ببندم و این جسم گرم کننده را بگذارم.

"
18,18,"[""Hi , my name is Lean , and I'm from Russia . ""
 "" Nice to meet you , Lean . My name is Alike . I'm from Japan . ""
 ' To me English is a difficult language . '
 ' A second language is always difficult . '
 "" True , but English is harder than most . It's a crazy language . ""
 ' A crazy language ? Why do you say that ? '
 ' One letter can have several pronunciations and one word can have several meanings . '
 ' No wonder you say English is a crazy language . ']","""سلام، من لین نام دارم و اهل روسیه هستم.""

""برای من انگلیسی یک زبان دشوار است.""

""درست است، اما انگلیسی از بیشتر زبان‌ها سخت‌تر است. این یک زبان دیوانه است.""

""یک حرف می‌تواند چند تلفظ داشته باشد و یک کلمه می‌تواند چند معنی داشته باشد.""

","""خوشحالم که با شما آشنا شدم، لین. من آلیکه هستم و اهل ژاپنم.""

""یک زبان دوم همیشه دشوار است.""

""زبان دیوانه؟ چرا اینطور می‌گویید؟""

""عجیب نیست که انگلیسی را زبان دیوانه می‌خوانید.""

","""سلام، لین! خوش آمدی در ایران. من نیل هستم و اینجا ساکن هستم. من چطور می‌توانم به شما ک

این جمله را به فارسی ترجمه کن. ""this sentence is difficult for me."" چطور؟ این جمله را به فارسی ترجمه کن. ""this

این جمله را به چند زبان مختلف ترجمه کن. این جمله را به چند زبان مختلف ترجمه کن. این جمله را به چ

این جمله را به فارسی مترجم کن.
""one word can have many pronunciations and one word can have many meanings."" این جمله را به فارسی مترجم کن

"
19,19,"['Can I help you ? '
 "" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ""
 "" I'll certainly try to help you . What topic is your paper on ? ""
 ' My paper is on the influence of television on children . '
 ' There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . '
 ' Thank you for you help . ']","می‌توانم به شما کمک کنم؟

حتما سعی خواهم کرد به شما کمک کنم. موضوع مقاله‌تان چیست؟

برای این موضوع چندین منبع ممکن وجود دارد که می‌توانید استفاده کنید. پیشنهاد می‌دهم از رایانه استفاده کنید و رایانه به شما لیستی از هر ژورنال علمی که درباره کودکان و تلویزیون صحبت می‌کند، ارائه خواهد داد.

","امیدوارم که بتوانم. دنبال موادی برای مقاله‌ای هستم که در حال نوشتن آن هستم و مطمئن نیستم که کجا باید جستجو کنم.

مقاله‌ام درباره تأثیر تلویزیون بر کودکان است.

از کمک شما متشکرم.

","می‌توانم به شما کمک کنم! چه نیازی دارید؟ آموزش، کمک در زندگی روزمره، یا چ

اگر مقاله‌تان درباره چیزی است که من اطلاعات کافی ندارم، ممکن است بخواهم بیشتر درباره

با این حال، این پیشنهاد را نمی‌توان به صورت کامل ارائه داد، بنابراین اینجا چند مطالعه می‌تو

"
