,0,1,2,3,4
10,10,"['Do you like cooking ? '
 ' Yes . I like cooking very much . I got this hobby when I was 12 years sold . '
 ' Why do you like it ? '
 ' I have no idea . I like cooking by myself . I like to taste delicious food . '
 "" That's wonderful ! ""
 ' And I love trying new recipes , which I usually test with my friends . You can come , too . '
 "" Really ? I hope I can have a chance to taste it . Don't forget to tell me . ""
 ' Certainly . ']","क्या आपको खाना पकाना पसंद है?

आपको यह क्यों पसंद है?

यह बहुत अच्छा है!

सच में? मुझे उसे चखने का मौका मिले इसकी आशा है। मुझे बताना मत भूलिएगा।

","हां। मुझे खाना पकाना बहुत पसंद है। मुझे यह शौक 12 साल की उम्र में मिला था।

मुझे कोई भी विचार नहीं है। मैं खाना पकाना अकेले करना पसंद करता हूं। मुझे स्वादिष्ट खाना चखना पसंद है।

और मुझे नए व्यंजनों की कोशिश करना पसंद है, जिन्हें मैं आम तौर पर अपने दोस्तों के साथ परीक्षण करता हूं। आप भी आ सकते हैं।

बिल्कुल।

","अगर हाँ, तो क्या खाना पकाने में सबसे ज्यादा मजा आता? मेरे साथ साझाले लिए एक कुक-करन्ता बनने

(why do you like this?)
क्यारको दुनिया में सबसे बेहतरीन चीज़ोमा सिर्फ एक हुन्न, पछी हुन्न, और स्वादिष्ट हुन

मेरा स्वादिष्ट नहाता हुन्न, लेकिन मेरे दोस्त ने मुझसे पूछा है कि तुम क्या करते अगर तुम्हारे

मैं जरूर आऊंगा। 

किसी को भी नहीं बताने के लिए एक संदेश को लेकर जाने की प्रक्रिया है। 

सच में

"
11,11,"['Anyone home ? Jen ! ' "" I'm in the kitchen ... let yourself in ! ""
 "" Wow ! You're really working up a storm ! ""
 "" I know . I've even worked up a sweat . ""
 ' You look like a cooking show host--only messier . ']","कोई घर पर है? जेन! ""मैं रसोई में हूं ... अपने आप को अंदर आने दो!""

""मुझे पता है। मैंने तो पसीना भी बहाया है।""

","""वाह! तुम सच में एक तूफान उठा रहे हो!""

""तुम एक कुकिंग शो होस्ट की तरह दिख रहे हो - सिर्फ गंदा।""

","मेरे साथी ने मुझसे कहा।  
मैंने उसे सुनकर, ""ठीक हai, मेरे साथी! तुम्ही अंदर जाने का व

- सुनील की बेटी, जो कि एक साल से काम कर रही है
एक सुनील की बेटी ने कहा कि ""मुझे पता है। मैं

"
12,12,"['You look so tan and healthy ! '
 ' Thanks . I just got back from summer camp . ' ' How was it ? '
 ' Great . I got to try so many things for the first time . '
 ' Like what ? ' ' I went sailing , fishing , and horseback riding . '
 ' I ’ m so jealous . '
 ' The counselors were so nice too . It was the best summer ever . Except for all those mosquitoes ! ']","'तुम इतने सुनहरे और स्वस्थ लग रहे हो!'

'कैसा था?'

'कैसी चीजें?'

'मुझे बहुत ईर्ष्या हो रही है।'

","'धन्यवाद। मैं अभी हाल ही में समर कैंप से वापस आया हूँ।'

'बहुत अच्छा था। मैंने पहली बार इतनी सारी चीजें करने का मौका पाया।'

'मैं सेलिंग, मछली पकड़ने और घोड़े की सवारी करने गया था।'

'काउंसलर्स भी बहुत अच्छे थे। यह सबसे अच्छा समर था। केवल उन सभी मच्छरों के लिए नहीं!'

","- सुनहरे और स्वस्थ
 - सुनहरे और स्वस्थ
'तुम इतने सुनहर

और 'कैसा होता?' के बीच की relation: हिन्दी को एक विशेष स्थिति में?

alright, so i came across this interesting question about the relationship between ""कैस

मेरे साथी ने पूछा,  
मैंने भी पूछा ""तुम क्या कहलाते?""  
क्योंकि हमारे बीच  
कभी भी एक

सुन्दरी बोली, तपाईंलाई मेरा है?
 सुन्दरी बोली, तपाईंलाई

"
13,13,"['Diana , do you like the perfume I gave you ? '
 ' It ’ s good . But to tell you the truth , I don ’ t wear perfume . '
 ' I ’ m sorry . I didn ’ t know that . '
 ' That ’ s all right . Thank you all the same . ']","डायना, क्या आपको वह इत्र पसंद आया जो मैंने आपको दिया था?

मुझे खेद है। मुझे नहीं पता था।

","अच्छा है। लेकिन सच कहने के लिए, मैं इत्र नहीं पहनती।

ठीक है। फिर भी धन्यवाद।

","मुझे सुनकर, मेरे दोस्त ने मुझे बताया कि उनका मेरे साथी का नाम राम है, लेकिन मैंने सुनकर,

मेरे दोस्त ने मुझे बोला था और मैंने स्वीकारा था... प्रिय, तुम क्या जान हुनस्को?

**understanding the problem

"
14,14,"['Ah , ah , ah ... '
 "" All right , Bill.Here ' s your daily exercise schedule . You are to jog before breakfast . ""
 ' Jog ? ' ' Then , you are to walk to work . ' ' Walk ? '
 ' Thirty minutes in gym at lunch time . ' ' Oh no . '
 ' Use the stairs , never the elevator . ' ' Oh , dear . '
 ' And three times a week , you can either swim , play racketball , or hand ball . '
 ' Oh no . ' "" OK , you can stop now.It ' s time for the dance class . ""
 "" Dance class ! I don't know how . "" ' You will . ' ' Oh ... ']","['आह, आह, आह ...'

'जॉग?''फिर, तुम्हें काम पर पैदल चलना है।''चलना?'

'सीढ़ियों का उपयोग करें, कभी भी लिफ्ट का उपयोग न करें।''ओह, देवी।'

'ओह नहीं।''ठीक है, अब तुम रुक सकते हो। डांस क्लास का समय है।'

","""ठीक है, बिल। यहाँ तुम्हारा दैनिक व्यायाम कार्यक्रम है। तुम्हें नाश्ते से पहले जॉग करना है।""

'दोपहर के समय जिम में तीस मिनट।''ओह नहीं।'

'और हफ्ते में तीन बार, तुम तैर सकते हो, रैकेटबॉल खेल सकते हो, या हैंडबॉल खेल सकते हो।'

""डांस क्लास! मुझे नहीं पता कैसे।""'तुम जान जाओगे।''ओह...']

","से एक स्त्री को पुकारकर, ""तुमने कितना कम्प्युटर स्टडी करते?""](https://www.bing.com/images/search?imageid=...&q

पूछने वाला यो बूढ़ा आदमी ने सुना और हस्यास्त्री रूप से तीन बार पूछा!'

कुनाली और अनन्या

हुआ।'देवासी'।'क्या हुआ?'
''क्या हुआ?''
''लिफ्ट में जाने लगा है?''  
''क्या हुआ?''
''

मेरे साथियों ने कहा। मैं, एक बार फिर अपने कोठे में जा रहा हूँ। बारिश ने मेरे चुन्नी को पूर

"
15,15,"['Hi Bill , I saw your grandma yesterday . ' ' Oh where was that ? '
 ' I was running around the track at my college and there she was walking around the same track . '
 ' Grannie always tries to stay fit and healthy.She is always making us kids eat the proper foods . '
 ' Well , it pays off for her.How old is she anyway ? '
 ' She will be 86 next month . ' ' That is truly amazing ! ']","'नमस्ते बिल, कल मैंने तुम्हारी दादीदादी को देखा।' 'ओह, वह कहाँ थी?'

'दादीदादी हमेशा स्वस्थ और फिट रहने की कोशिश करती हैं। वह हम बच्चों को हमेशा सही खाने खिलाती रहती हैं।'

'वह अगले महीने 86 साल की हो जाएंगी।' 'यह सचमुच अद्भुत है!'

","'मैं अपने कॉलेज के ट्रैक पर दौड़ रहा था और वह भी वहीं ट्रैक पर चल रही थी।'

'वास्तव में, उसके लिए फल देता है। वह कितनी उम्र की है फिर भी?'

","बिल का मुँह फूल गया.
'वह तुम्हारे साथी हो गए, बिल।' बेट्टी ने कहा।
'कुनाली?' बिल ने प

हे कि ये व्यक्तिगत विश्वास हैं, लेकिन मेरे मित्र ने मुझे बताया कि वे अपने बच्चों को बार-बार च

'तुम्हारी कविता मेरी आँखों में रोशनी लेकर आई है।' 'कहीं, तुम्हारा पुत्र क्या है?'
मेरे स

"
16,16,"['I would like to register for a class today . '
 ' No problem , what class would you like to take ? '
 "" I would very much enjoy taking a Psychology class.Because I'm crazy . ""
 ' There are two classes that are still open . '
 ' Which days are these classes on ? '
 ' The first class is a Tuesday and Thursday class from two to three . '
 ' What about the other class ? '
 ' The other class is on Monday and Wednesday from 10 am - 12 . '
 ' Are you sure there are no more open classes ? ' "" I'm positive . ""
 ' Sign me up for Monday and Wednesday . ' "" Okay , I'll sign you up . ""]","मैं आज कक्षा के लिए पंजीकरण करना चाहूँगा।

मुझे एक मानसिक विज्ञान कक्षा लेने में बहुत अच्छा लगेगा। क्योंकि मैं पागल हूँ।

इन कक्षाओं के दिन कौन-कौन से हैं?

दूसरी कक्षा के बारे में क्या है?

क्या आप सुनिश्चित हैं कि और कोई खुली कक्षाएं नहीं हैं?

ठीक है, मैं आपक

","कोई समस्या नहीं, आप कौन सी कक्षा लेना चाहेंगे?

दो कक्षाएं अब भी खुली हैं।

पहली कक्षा मंगलवार और गुरुवार को दो बजे से तीन बजे तक है।

दूसरी कक्षा सोमवार और बुधवार को सुबह 10 बजे से दो बजे तक है।

मुझे सोमवार और बुधवार के लिए पंजीकरण कर दें।

","पंजीकरण करने से पहले मेरा हेल्पी असल है? या मेरा हेल्पी पहले है?**

**उत्तर:**

मैंने सुन्दरी हेल्प

मैं पागल हूँ, मैं अपने आसपास के लोगों को प्रेरित करने वाला हूँ, मैं अपने सिर्फ़ स्वादिष्टि ह

क्या जटिलता है?
कक्षा कोठा या कक्षा कोठा या कक्षा कोठा या कक्षा कोठा... या

मेरी प्रियजनों को यहाँ लाने के लिए यहाँ क्या है?  
क्या ही मैं हूँ?  
क्या ही मैं हूँ?

जैसे कि सुनहरी सुबह, या रात्रिकाल, या बारिश का समय?

क्या आप सुनिश्चित हैं कि और कोई खुली कक

ो एक बार में भी एक सुनहरी रात्रि हुने लिए तैयार हुना चाहता हूँ. यहाँ हर बार में भी एक सुनहरी रात

"
17,17,"['Dad , why are you taping the windows ? '
 ' Honey , a typhoon is coming . '
 "" Really ? Wow , I don't have to go to school tomorrow . ""
 ' Jenny , come and help , we need to prepare more food . '
 "" OK . Dad ! I'm coming . ""]","'पापा, आप खिड़कियों पर टेप क्यों लगा रहे हैं?'

'सच में? वाह, कल मुझे स्कूल नहीं जाना पड़ेगा।'

'ठीक है। पापा! मैं आ रही हूँ।'

","'प्यारे, एक तूफान आ रहा है।'

'जेनी, आकर मदद करो, हमें और भोजन तैयार करना है।'

","- मैटी और पापा की कहानी का विश्लेषण
okay, so i need to analyze the story of mattie and papa, specifically focusing on the conversation where mattie asks, ""papa,

सुनियोगिता की कहानी

एक बार में सुनियोगिता ने कहा ""सच में? वाह, कल मुझे स्कूल नहीं जाना पड़े

लिरिक से जुड़ी हुई बातों में सुन्दरी नामांकित हो गया है।'

okay, so i've got this line from a song, and i need to figure out what

"
18,18,"[""Hi , my name is Lean , and I'm from Russia . ""
 "" Nice to meet you , Lean . My name is Alike . I'm from Japan . ""
 ' To me English is a difficult language . '
 ' A second language is always difficult . '
 "" True , but English is harder than most . It's a crazy language . ""
 ' A crazy language ? Why do you say that ? '
 ' One letter can have several pronunciations and one word can have several meanings . '
 ' No wonder you say English is a crazy language . ']","""नमस्ते, मेरा नाम लीन है, और मैं रूस से हूँ।""

""मेरे लिए अंग्रेजी एक कठिन भाषा है।""

""सच है, लेकिन अंग्रेजी अधिक कठिन है। यह एक पागल भाषा है।""

""एक अक्षर कई उच्चारण हो सकते हैं और एक शब्द कई अर्थ हो सकते हैं।""

","""आपसे मिलकर खुशी हुई, लीन। मेरा नाम एलाइक है। मैं जापान से हूँ।""

""दूसरी भाषा हमेशा कठिन होती है।""

""एक पागल भाषा? आप ऐसा क्यों कहते हैं?""

""कोई आश्चर्य नहीं है कि आप कहते हैं कि अंग्रेजी एक पागल भाषा है।""

","मेरे साथी ने मुझे सुबह सुनाई। मेरे हाथ में एक सुन्दरी की तस्वीर थी, जो वह प्रेमकोण्डनारी स

translation: ""english is a difficult language for me.""

okay, so i have to translate the sentence  into english. hmm, let me think about

- विक्टर हूगो, मेरे प्रेमी

okay, so i just saw this quote from victor hugo's ""les misérables."" it goes, ""to be born a frenchman! to be french! it

this means that a single letter can be pronounced in several ways, and a word can have several meanings.
so, the first part of the sentence is about letters having multiple pronunciations, and the second part is about words having multiple meanings.

but

"
19,19,"['Can I help you ? '
 "" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ""
 "" I'll certainly try to help you . What topic is your paper on ? ""
 ' My paper is on the influence of television on children . '
 ' There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . '
 ' Thank you for you help . ']","क्या मैं आपकी मदद कर सकता हूँ?

मैं निश्चित रूप से आपकी मदद करने की कोशिश करूँगा। आपके पेपर का विषय क्या है?

उस विषय के लिए आप कई संभावित स्रोतों का उपयोग कर सकते हैं। मैं सुझाव देता हूँ कि आप कंप्यूटर का उपयोग करें और कंप्यूटर आपको उन सभी वैज्ञानिक पत्रिकाओं की सूची देगा जो बच्चों और टेलीविजन के बारे में बात करती है।

","मुझे आशा है कि हाँ। मैं एक पेपर लिख रहा हूँ और मुझे कुछ सामग्री चाहिए, और मुझे ठीक से पता नहीं कि कहाँ देखूँ।

मेरा पेपर टेलीविजन के बच्चों पर प्रभाव पर है।

आपकी मदद के लिए धन्यवाद।

","'
''


क्या मैं

या क्या विशेष बात है जो में रुचि लेगी?

**प्रियजनों को लुभाने वाले विशिष्ट व्यवहार**
मैं न

इसके अलावा, आप सोशल मीडिया पर भी नजर रखते हो सकते हैं, जहाँ अक्सर बच्चों के बारे में चर्चा होती है। इसके अत

"
