,0,1,2,3,4
10,10,"['Do you like cooking ? '
 ' Yes . I like cooking very much . I got this hobby when I was 12 years sold . '
 ' Why do you like it ? '
 ' I have no idea . I like cooking by myself . I like to taste delicious food . '
 "" That's wonderful ! ""
 ' And I love trying new recipes , which I usually test with my friends . You can come , too . '
 "" Really ? I hope I can have a chance to taste it . Don't forget to tell me . ""
 ' Certainly . ']","क्या आपको खाना पकाना पसंद है?

आपको यह क्यों पसंद है?

यह बहुत अच्छा है!

सच में? मुझे उसे चखने का मौका मिले इसकी आशा है। मुझे बताना मत भूलिएगा।

","हां। मुझे खाना पकाना बहुत पसंद है। मुझे यह शौक 12 साल की उम्र में मिला था।

मुझे कोई भी विचार नहीं है। मैं खाना पकाना अकेले करना पसंद करता हूं। मुझे स्वादिष्ट खाना चखना पसंद है।

और मुझे नए व्यंजनों की कोशिश करना पसंद है, जिन्हें मैं आम तौर पर अपने दोस्तों के साथ परीक्षण करता हूं। आप भी आ सकते हैं।

बिल्कुल।

","अगर हां, तो आपके लिए यह आर्टिकल बहुत उपयोगी हो सकता ह

यह आपके लिए बेहतर बनाने के लिए कुछ सलाह दें।

आपको यह

आपके बारे में कुछ और बताओ ताकि मैं आपके बारे में अधि�

आप जानते हैं कि मैं आपका बहुत बड़ा फैन हूँ, आपक

"
11,11,"['Anyone home ? Jen ! ' "" I'm in the kitchen ... let yourself in ! ""
 "" Wow ! You're really working up a storm ! ""
 "" I know . I've even worked up a sweat . ""
 ' You look like a cooking show host--only messier . ']","कोई घर पर है? जेन! ""मैं रसोई में हूं ... अपने आप को अंदर आने दो!""

""मुझे पता है। मैंने तो पसीना भी बहाया है।""

","""वाह! तुम सच में एक तूफान उठा रहे हो!""

""तुम एक कुकिंग शो होस्ट की तरह दिख रहे हो - सिर्फ गंदा।""

","जेन बोलती है कि वह रसोई में है और अपने आप को अंदर आन

अपने दिल की बात कहते हुए वो अपने पास के लड़के के छोटे �

"
12,12,"['You look so tan and healthy ! '
 ' Thanks . I just got back from summer camp . ' ' How was it ? '
 ' Great . I got to try so many things for the first time . '
 ' Like what ? ' ' I went sailing , fishing , and horseback riding . '
 ' I ’ m so jealous . '
 ' The counselors were so nice too . It was the best summer ever . Except for all those mosquitoes ! ']","'तुम इतने सुनहरे और स्वस्थ लग रहे हो!'

'कैसा था?'

'कैसी चीजें?'

'मुझे बहुत ईर्ष्या हो रही है।'

","'धन्यवाद। मैं अभी हाल ही में समर कैंप से वापस आया हूँ।'

'बहुत अच्छा था। मैंने पहली बार इतनी सारी चीजें करने का मौका पाया।'

'मैं सेलिंग, मछली पकड़ने और घोड़े की सवारी करने गया था।'

'काउंसलर्स भी बहुत अच्छे थे। यह सबसे अच्छा समर था। केवल उन सभी मच्छरों के लिए नहीं!'

","अपने आपको देखकर बोले ने एक बार फिर बोले ने बोले न

या 'कैसे था?' - आपके जवाब में अंतर के बारे में क्या बता�

- जब कोई व्यक्ति आपको इस प्रश्न के उत्तर देने के लिए कहत

कहानी के किस पात्र के वाक्य है? 'मुझे बहुत ईर्ष्या हो रही

"
13,13,"['Diana , do you like the perfume I gave you ? '
 ' It ’ s good . But to tell you the truth , I don ’ t wear perfume . '
 ' I ’ m sorry . I didn ’ t know that . '
 ' That ’ s all right . Thank you all the same . ']","डायना, क्या आपको वह इत्र पसंद आया जो मैंने आपको दिया था?

मुझे खेद है। मुझे नहीं पता था।

","अच्छा है। लेकिन सच कहने के लिए, मैं इत्र नहीं पहनती।

ठीक है। फिर भी धन्यवाद।

","जवाब: अच्छा, वह बहुत अच्छा था। आपका ताज बहुत अच्छ

आपके लिए खुशी की बात है कि आपके लिए नए वर्ष के शुभका�

"
14,14,"['Ah , ah , ah ... '
 "" All right , Bill.Here ' s your daily exercise schedule . You are to jog before breakfast . ""
 ' Jog ? ' ' Then , you are to walk to work . ' ' Walk ? '
 ' Thirty minutes in gym at lunch time . ' ' Oh no . '
 ' Use the stairs , never the elevator . ' ' Oh , dear . '
 ' And three times a week , you can either swim , play racketball , or hand ball . '
 ' Oh no . ' "" OK , you can stop now.It ' s time for the dance class . ""
 "" Dance class ! I don't know how . "" ' You will . ' ' Oh ... ']","['आह, आह, आह ...'

'जॉग?''फिर, तुम्हें काम पर पैदल चलना है।''चलना?'

'सीढ़ियों का उपयोग करें, कभी भी लिफ्ट का उपयोग न करें।''ओह, देवी।'

'ओह नहीं।''ठीक है, अब तुम रुक सकते हो। डांस क्लास का समय है।'

","""ठीक है, बिल। यहाँ तुम्हारा दैनिक व्यायाम कार्यक्रम है। तुम्हें नाश्ते से पहले जॉग करना है।""

'दोपहर के समय जिम में तीस मिनट।''ओह नहीं।'

'और हफ्ते में तीन बार, तुम तैर सकते हो, रैकेटबॉल खेल सकते हो, या हैंडबॉल खेल सकते हो।'

""डांस क्लास! मुझे नहीं पता कैसे।""'तुम जान जाओगे।''ओह...']

","'मैं एक अनुमति चाहता हूं, आपके लिए एक अनुरोध भेजे�

फिर वह चलना शुरू कर देता है। उसकी आंखें लगातार आक

राधा ने कहा और अपने अंग भी वैसे ही रखे रखे रहे। इस

रेखा ने कहा और अपना गला झुका दिया और खुद को एक छोटे

"
15,15,"['Hi Bill , I saw your grandma yesterday . ' ' Oh where was that ? '
 ' I was running around the track at my college and there she was walking around the same track . '
 ' Grannie always tries to stay fit and healthy.She is always making us kids eat the proper foods . '
 ' Well , it pays off for her.How old is she anyway ? '
 ' She will be 86 next month . ' ' That is truly amazing ! ']","'नमस्ते बिल, कल मैंने तुम्हारी दादीदादी को देखा।' 'ओह, वह कहाँ थी?'

'दादीदादी हमेशा स्वस्थ और फिट रहने की कोशिश करती हैं। वह हम बच्चों को हमेशा सही खाने खिलाती रहती हैं।'

'वह अगले महीने 86 साल की हो जाएंगी।' 'यह सचमुच अद्भुत है!'

","'मैं अपने कॉलेज के ट्रैक पर दौड़ रहा था और वह भी वहीं ट्रैक पर चल रही थी।'

'वास्तव में, उसके लिए फल देता है। वह कितनी उम्र की है फिर भी?'

","'मेरे घर पर।' 'क्या वह ठीक थी?' 'नहीं, वह बेहद बुरी तर

इस तरह के वाक्य आपके बच्चों के बारे में बताने वाली ब

प्रतिक्रिया करते हुए एक व्यक्ति के शब्दों का उद्धरण देखत

"
16,16,"['I would like to register for a class today . '
 ' No problem , what class would you like to take ? '
 "" I would very much enjoy taking a Psychology class.Because I'm crazy . ""
 ' There are two classes that are still open . '
 ' Which days are these classes on ? '
 ' The first class is a Tuesday and Thursday class from two to three . '
 ' What about the other class ? '
 ' The other class is on Monday and Wednesday from 10 am - 12 . '
 ' Are you sure there are no more open classes ? ' "" I'm positive . ""
 ' Sign me up for Monday and Wednesday . ' "" Okay , I'll sign you up . ""]","मैं आज कक्षा के लिए पंजीकरण करना चाहूँगा।

मुझे एक मानसिक विज्ञान कक्षा लेने में बहुत अच्छा लगेगा। क्योंकि मैं पागल हूँ।

इन कक्षाओं के दिन कौन-कौन से हैं?

दूसरी कक्षा के बारे में क्या है?

क्या आप सुनिश्चित हैं कि और कोई खुली कक्षाएं नहीं हैं?

ठीक है, मैं आपक

","कोई समस्या नहीं, आप कौन सी कक्षा लेना चाहेंगे?

दो कक्षाएं अब भी खुली हैं।

पहली कक्षा मंगलवार और गुरुवार को दो बजे से तीन बजे तक है।

दूसरी कक्षा सोमवार और बुधवार को सुबह 10 बजे से दो बजे तक है।

मुझे सोमवार और बुधवार के लिए पंजीकरण कर दें।

","कक्षा में कौन से विषय शामिल होंगे? अगर मैं कक्षा में भा�

okay, so the user is saying that they would really like to take a psychology class because they feel ""crazy."" first, i need to figure out what they mean by ""crazy."" are they feeling mentally unwell, or is it

12th, 11th, 10th, 9th, 8th, 7th, 6th, 5th, 4th, 3rd, 2nd, 1st

और अगर मैं एक विद्यार्थी हूं जो अपना विद्यालय छोड

और क्या आपके लिए कोई अन्य जांच के तैयारी करेंगे? आपक

े साथ अपने बारे में बात कर सकता हूँ। आपके बारे में बात

"
17,17,"['Dad , why are you taping the windows ? '
 ' Honey , a typhoon is coming . '
 "" Really ? Wow , I don't have to go to school tomorrow . ""
 ' Jenny , come and help , we need to prepare more food . '
 "" OK . Dad ! I'm coming . ""]","'पापा, आप खिड़कियों पर टेप क्यों लगा रहे हैं?'

'सच में? वाह, कल मुझे स्कूल नहीं जाना पड़ेगा।'

'ठीक है। पापा! मैं आ रही हूँ।'

","'प्यारे, एक तूफान आ रहा है।'

'जेनी, आकर मदद करो, हमें और भोजन तैयार करना है।'

","अपने पुत्र के प्रश्न पर पिता ने कहा, 'मैं आपको बताना चाहत

फिर उसके मुंह पर खुशी की मुसकान आ गई।
'मेरे बाप ने मुझ

मैं अपनी बेटी के इस वाक्य के अंतिम शब्द के अर्थ के बा�

"
18,18,"[""Hi , my name is Lean , and I'm from Russia . ""
 "" Nice to meet you , Lean . My name is Alike . I'm from Japan . ""
 ' To me English is a difficult language . '
 ' A second language is always difficult . '
 "" True , but English is harder than most . It's a crazy language . ""
 ' A crazy language ? Why do you say that ? '
 ' One letter can have several pronunciations and one word can have several meanings . '
 ' No wonder you say English is a crazy language . ']","""नमस्ते, मेरा नाम लीन है, और मैं रूस से हूँ।""

""मेरे लिए अंग्रेजी एक कठिन भाषा है।""

""सच है, लेकिन अंग्रेजी अधिक कठिन है। यह एक पागल भाषा है।""

""एक अक्षर कई उच्चारण हो सकते हैं और एक शब्द कई अर्थ हो सकते हैं।""

","""आपसे मिलकर खुशी हुई, लीन। मेरा नाम एलाइक है। मैं जापान से हूँ।""

""दूसरी भाषा हमेशा कठिन होती है।""

""एक पागल भाषा? आप ऐसा क्यों कहते हैं?""

""कोई आश्चर्य नहीं है कि आप कहते हैं कि अंग्रेजी एक पागल भाषा है।""

","एक व्यक्ति ने कहा, जिसके बाद से मैं अपने घर वापस ल�

यह एक सामान्य विद्वान वाक्य है। लेकिन आपके लिए यह �

- एक व्यक्ति के शब्दों में, इस विषय पर चर्चा करते हुए, �

इस विषय में अंतरराष्ट्रीय भाषा के लिए एक विश्लेषण लि�

"
19,19,"['Can I help you ? '
 "" I hope so . I'm looking for some material for a paper I'm writing , and I'm not quite sure where to look . ""
 "" I'll certainly try to help you . What topic is your paper on ? ""
 ' My paper is on the influence of television on children . '
 ' There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . '
 ' Thank you for you help . ']","क्या मैं आपकी मदद कर सकता हूँ?

मैं निश्चित रूप से आपकी मदद करने की कोशिश करूँगा। आपके पेपर का विषय क्या है?

उस विषय के लिए आप कई संभावित स्रोतों का उपयोग कर सकते हैं। मैं सुझाव देता हूँ कि आप कंप्यूटर का उपयोग करें और कंप्यूटर आपको उन सभी वैज्ञानिक पत्रिकाओं की सूची देगा जो बच्चों और टेलीविजन के बारे में बात करती है।

","मुझे आशा है कि हाँ। मैं एक पेपर लिख रहा हूँ और मुझे कुछ सामग्री चाहिए, और मुझे ठीक से पता नहीं कि कहाँ देखूँ।

मेरा पेपर टेलीविजन के बच्चों पर प्रभाव पर है।

आपकी मदद के लिए धन्यवाद।

","आपकी मदद करने के लिए आपकी सहायता कर सकते हैं। कृपया बता�

आपके पेपर के लिए आपके लेखन के लिए आवश्यक विषय क्या है

आपको यह भी बताना होगा कि आपका अनुसंधान किस प्रकार के अन

"
20,20,"['Here ’ s your hot dog and beer . What happened ? Did I miss anything ? '
 ' Yeah , Cal Ripen just hit a home run . ' ' What ’ s the score ? '
 ' Well it was 3 to 4 , but Ripen ’ s home run made it 5 to 4 since another player was on first base . '
 ' So Baltimore is winning ? ' ' Right . '
 ' This is a really great place to watch a baseball game . '
 ' Yeah , there isn ’ t a bad seat in the place . '
 ' The fans are great here , too . Not like in Philadelphia . '
 ' It was a great idea to spend a day watching a game . '
 ' Yeah , it reminds you why they say baseball is America ’ s favorite pastime . ']","यहाँ आपका हॉट डॉग और बीयर है। क्या हुआ? क्या मैंने कुछ छूट गया? 

स्कोर क्या है? 

तो बैल्टिमोर जीत रहा है? 

यह एक वास्तव में बेसबॉल गेम देखने के लिए एक बहुत अच्छा स्थान है। 

यहाँ के फैंस भी बहुत अच्छे हैं। फिलाडेल्फिया की तरह नहीं। 

हां, यह आपको याद दिलाता ह

","हां, कैल रिपेन ने अभी हॉम रन मारा है। 

अच्छा, 3 से 4 था, लेकिन रिपेन के हॉम रन से 5 से 4 हो गया क्योंकि एक और खिलाड़ी पहले बेस पर था। 

सही है। 

हां, यहाँ कोई बुरी सीट नहीं है। 

एक दिन गेम देखने के लिए समय बिताने का एक बहुत अच्छा विचार था। 

","अपने प्रश्न के उत्तर देखने के लिए, खाली जगह को भरें और

100 अंकों के लिए स्कोर कैसे लिखें? - 100 अंकों के लिए स

बैल्टिमोर के बारे में आपको कुछ अजीब बातें जाने चाहि�

एक बेसबॉल गेम में आपके पास एक टीम और एक बेसबॉल ब�

अब तक एक भी नाम नहीं लिया है। एक नाम लेने के लिए उ

ै कि आपके पास कुछ भी नहीं है और आपके पास कुछ भी नहीं ह�

"
21,21,"['How do you like the pizza here ? '
 ' Perfect . It really hits the spot . ']","यहाँ पिज़्ज़ा कैसा लगा?

","पूर्ण। यह सचमुच मज़ा आ गया।

","इस तरह के विवादास्पद विषयों पर आपके मत क्या है? उदाहर

"
22,22,"['Do you have a light ? ' "" Sorry , I don't smoke . ""]","क्या आपके पास एक लाइट है? ""माफ़ कीजिए, मैं धूम्रपान नहीं करता।""

",nan,"क्या आप इसका अर्थ देना चाहते हैं कि आप धूम्रपान नही

"
23,23,"['I was scared stiff of giving my first performance . '
 ' Were you ? your performance was excellent . '
 ' Thank you for your kindly words . ']","मैं अपने पहले प्रदर्शन देने से डरा हुआ था।

आपके दयालु शब्दों के लिए धन्यवाद।

","क्या आप थे? आपका प्रदर्शन बहुत उत्कृष्ट था।

","अब मुझे अपने जीवन के नए चरण में आनंद आ रहा है। मुझे अ

आपके विचार बहुत उपयोगी थे। मैंने आपके सलाह पर अपने �

"
24,24,"['Excuse me . Could you please take a picture of us with this camera ? '
 ' Sure . Which button do I press to shoot ? ' ' This one . '
 ' Do I have to focus it ? '
 ' No , this is a focus-free camera . All you have to do is point and press the button . '
 ' All right . Say cheese ! ']","'क्षमा करें। क्या आप कृपया हमारी इस कैमरे के साथ एक तस्वीर ले सकते हैं?'

'यह वाला।'

'नहीं, यह एक फोकस-मुक्त कैमरा है। आपको बस दिशा बतानी है और बटन दबाना है।'

","'बिल्कुल। मुझे कौन सा बटन दबाना है तस्वीर लेने के लिए?'

'क्या मुझे इसे फोकस करना होगा?'

'ठीक है। चीज़ बोलिए!'

","यह प्रस्ताव बेहद अप्रत्यक्ष रूप से एक आम व्यक्ति को अ

राजेंद्र ने कहा, जबकि उनके आँखों में तेज आँसू थे।

यह वाक्य में त्रुटि कहां है? कृपया व्याख्या करें।

""नह

"
